country,country.code,year,sdg382,health.worker,sdi,total.aid.for.health_rmnch,total.aid.for.health.volatility_rmnch,total.health.spending,government.health.spending,prepaid.private.health.spending,out.of.pocket.health.spending,total.aid.for.health,the_total,ghes_total,ppp_total,oop_total,dah_total,ghes_per_the,ppp_per_the,oop_per_the,dah_per_the,total.aid.for.health.volatility,total.aid,total.aid.volatility,gini.index,people.at.poverty,gdp.per.capita,gdp,vae,pve,gee,rqe,rle,cce,institutional.index,income.group_wb,region_un,country.id_gbd
Indonesia,IDN,2011,3.87,63.283,0.601,0.00796352348580084,NA,3.26531881870846,0.8743878342892978,0.5754394907376915,1.7710034907262373,0.04448800295523337,22805705,6106917,4018996,12369078,310714,26.8,17.599999999999998,54.2,1.4,NA,0.3308672979946221,0.10161185945523706,40.5,12.5,2826.48,698422,-0.00853101350367069,-0.7701141834259033,-0.32276153564453125,-0.3101886212825775,-0.5996439456939697,-0.7558706998825073,-0.48255737595779313,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2012,3.45,66.162,0.609,0.01195684758918516,NA,3.3292723668468063,0.938917651761287,0.6145561740248306,1.7343727128114963,0.04142569321223219,24654527,6953042,4551022,12843689,306773,28.199999999999996,18.5,52.1,1.2,NA,0.2849819995732832,0.144932662327863,40.5,12,2959.51,740538,0.0676126480102539,-0.593262791633606,-0.33171436190605164,-0.22185291349887848,-0.5835690498352051,-0.6891058087348938,-0.4105446418703944,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2013,3.74,68.976,0.617,0.0142761014262669,NA,3.335610618518059,1.023804163026055,0.6209633985807692,1.643604058381125,0.04723899853010972,26074168,8002985,4854015,12847905,369263,30.7,18.6,49.3,1.4,NA,0.30368009865790957,0.12260672825693494,40.8,11.4,3086.32,781691,0.03612130135297775,-0.5192646384239197,-0.2442580908536911,-0.12326587736606598,-0.5331915020942688,-0.6600396633148193,-0.354233894227739,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2014,4.38,71.82,0.625,0.01006130395161958,NA,3.3151343521419836,1.1474154146788365,0.6084156485889858,1.5331154638974305,0.02618794680493355,27211551,9418307,4994046,12584241,214958,34.599999999999994,18.4,46.2,0.8,NA,0.26051742874268424,0.10273564289122304,40.2,11.3,3203.48,820828,0.15392166376113892,-0.4168240427970886,-0.06490989029407501,-0.00835875049233436,-0.3106178343296051,-0.5975991487503052,-0.2082940994186434,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2015,3.61,74.383,0.633,0.00982396550402275,NA,3.2866533697932523,1.275033977887075,0.572049499682873,1.4157574919788951,0.02381240024440846,28293287,10976181,4924511,12187605,204990,38.8,17.4,43.1,0.7000000000000001,NA,0.27302190615365673,0.09958698737779408,40.4,11.2,3322.58,860854,0.18487124145030975,-0.6150606870651245,-0.2963281273841858,-0.14108996093273163,-0.4050855338573456,-0.4951135814189911,-0.30206221102628517,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2016,4.31,77.409,0.64,0.00757966869501936,NA,3.275131223581093,1.4061262002561432,0.5405468146899629,1.3057434233373368,0.02271478529765025,29613147,12713940,4887527,11806297,205383,42.9,16.5,39.900000000000006,0.7000000000000001,NA,0.26593760990597026,0.08975527043166442,39.3,10.9,3453.05,904182,0.16796885430812836,-0.3729524314403534,-0.0159781314432621,-0.0216069296002388,-0.32117339968681335,-0.4398956298828125,-0.16449568759975397,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2017,4.52,80.623,0.647,0.01918639778868278,NA,3.2503845174111756,1.4946390715162383,0.5179922149171282,1.2120254057274464,0.02572782525036262,30879368,14199400,4921040,11514508,244420,46,15.9,37.3,0.8,NA,0.28726282128203345,0.08593040704653127,38.8,10.6,3591.78,950022,0.13162344694137573,-0.4979034066200256,0.014091856777668,0.04174200072884559,-0.33198875188827515,-0.28053587675094604,-0.14599940259499122,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2018,4.74,83.347,0.654,0.00742519608598659,NA,3.241282492926693,1.569600942373689,0.5030685192543077,1.1533864302592427,0.01522660103945339,32386214,15683123,5026555,11524395,152141,48.4,15.5,35.6,0.5,NA,0.34458090091965504,0.08268940590544707,38.4,9.8,3741.31,999179,0.15434753894805908,-0.5459080934524536,0.1769047975540161,-0.00980748608708381,-0.2946920692920685,-0.2763296663761139,-0.12093484244134536,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2019,2.53,86.044,0.66,0.00852077039634814,NA,3.243461065632356,1.598268418895867,0.501816778325217,1.1156677117779916,0.02770815663328028,34034610,16771110,5265714,11707036,290750,49.3,15.5,34.4,0.8999999999999999,NA,0.15687724548044943,0.08682846247745425,37.6,9.4,3892.42,1049330,0.13211014866828918,-0.4934045672416687,0.17359352111816406,0.04104074090719223,-0.3230285942554474,-0.4520719945430755,-0.1457544110281383,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2020,2.23,NA,NA,0.01006792129692699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3489140377167546,0.1630943920811905,37.6,9.8,3780.14,1027660,0.10111519694328308,-0.4487440288066864,0.350167453289032,0.2288161814212799,-0.32754018902778625,-0.43246930837631226,-0.0732339109979878,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2021,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26026145140250945,0.17488990862241136,37.9,10.1,3892.54,1065590,0.15521752834320068,-0.5064729452133179,0.3790072798728943,0.298162043094635,-0.22478073835372925,-0.4279055893421173,-0.03468309538417574,Lower middle income,Eastern and South-eastern Asia,11
"Iran, Islamic Rep.",IRN,2005,11.31,41.149,0.571,0.01018188693060928,NA,16.184434127882028,6.313659075290566,0.9465547716435244,8.901082138709416,0.02313814223852066,53931228,21038943,3154195,29660987,77103,39,5.800000000000001,55.00000000000001,0.1,NA,0.04238226564914818,NA,43.6,NA,4748.03,333229,-1.2821509838104248,-0.7827388644218445,-0.6551473140716553,-1.1746255159378052,-0.8658043146133423,-0.4776260256767273,-0.9232808825991856,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2007,11.41,46.301,0.593,7.914361063986091e-4,NA,15.07806810314302,5.679649654093534,0.9615983045562408,8.434162821793429,0.00265758695227072,57059330,21493271,3638938,31917065,10057,37.7,6.4,55.900000000000006,0,NA,0.0341652000655346,NA,NA,NA,5232.7,378426,-1.5544683933258057,-0.9316404461860656,-0.6346349120140076,-1.597211241722107,-1.0274518728256226,-0.5560392737388611,-1.1137614875836397,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2008,12.6,48.625,0.603,7.744316309719933e-4,NA,17.00144975288303,6.406900560131795,1.1394770345963756,9.450086853377265,0.00498530477759472,64499250,24306179,4322891,35851267,18913,37.7,6.7,55.60000000000001,0,NA,0.03189192751235584,NA,NA,NA,5174.35,379375,-1.5697389841079712,-0.9398747086524964,-0.6680188179016113,-1.607343316078186,-0.9784639477729796,-0.7550608515739441,-1.153740380960207,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2009,13.72,51.888,0.613,5.673322077156136e-4,NA,18.15435037330668,6.543079408241715,1.3311455987390295,10.275065827759612,0.00505979952870194,69566926,25072884,5100910,39373744,19389,36,7.3,56.599999999999994,0,NA,0.03074919688828461,NA,42.1,NA,5155.86,383197,-1.581750988960266,-1.5642420053482056,-0.562718391418457,-1.7058124542236328,-1.0536783933639526,-0.767309308052063,-1.2725338666260757,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2010,13.72,54.266,0.622,6.122121776451291e-4,NA,18.311584672496085,6.413328564557305,1.4640373444495147,10.43132493864312,0.00289407150697433,74237911,26000596,5935427,42290156,11733,35,8,56.99999999999999,0,NA,0.03434752044201621,NA,NA,NA,5378.72,405415,-1.6061619520187378,-1.630591869354248,-0.4839710295200348,-1.7092328071594238,-1.0266642570495603,-0.9486339688301086,-1.3021406218366969,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2011,14.12,54.733,0.63,8.859977747926784e-4,NA,19.31133774369745,7.0715509887273775,1.6720613926529708,10.56430320492333,0.00342215739376797,80362394,29427623,6958133,43962397,14241,36.6,8.7,54.7,0,NA,0.03140522082659483,NA,NA,NA,5450.94,416141,-1.5831161737442017,-1.4217677116394043,-0.4385105967521667,-1.521202802658081,-0.9677870869636536,-0.8805792331695557,-1.1970112358786644,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2012,13.87,54.686,0.635,6.376280436503082e-4,NA,18.305312734835113,6.707402876566296,1.7174805952859469,9.87530327277448,0.00512599020839002,73321381,26866301,6879317,39555231,20532,36.6,9.4,54,0,NA,0.03834506312617496,NA,NA,NA,5180.09,400547,-1.6002126932144165,-1.3239260911941528,-0.5276631712913513,-1.4260185956954956,-0.9186537861824036,-0.797346830368042,-1.1582399673956103,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2013,15.81,54.501,0.64,2.0332056453146273e-4,NA,18.87538756398133,7.612911109364662,1.7950883633201589,9.464469858106582,0.00291823318992726,74454155,30029204,7080744,37332696,11511,40.3,9.5,50.1,0,NA,0.03573827927930212,NA,37.4,NA,5027.48,394451,-1.6083718538284302,-1.249686598777771,-0.677003026008606,-1.4905086755752563,-0.9969622492790222,-0.6936585307121277,-1.183028715411853,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2014,15.96,55.367,0.645,5.471923190232641e-4,NA,19.953626537620075,9.00807676147148,1.8389325161670456,9.103307543333475,0.00330995812747214,82630761,37303707,7615277,37698071,13707,45.1,9.2,45.6,0,NA,0.0337081093611904,NA,38.8,NA,5178.9,414114,-1.5807429552078247,-0.8749876618385315,-0.4274610579013825,-1.4574888944625854,-1.0527055263519287,-0.6252684593200684,-1.0621758970122002,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2015,17.03,56.833,0.649,4.86265748518543e-4,NA,22.598333713037068,10.895604745561752,2.076727590743068,9.623320913346708,0.00268046338553647,92249336,44477275,8477472,39283647,10942,48.2,9.2,42.6,0,NA,0.03475636493693243,NA,39.5,NA,4990.94,408213,-1.513588547706604,-0.9257017374038696,-0.2099737524986267,-1.3143552541732788,-0.9239215850830078,-0.6101283431053162,-0.9642760381345086,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2016,15.78,59.953,0.654,3.80461822119465e-4,NA,23.304547982089023,11.586078924441184,2.2596167916487504,9.456939826248265,0.00191221462549274,103518103,51465015,10037150,42007443,8494,49.7,9.7,40.6,0,NA,0.03928662282725907,NA,40,NA,5332.1,444197,-1.3429694175720217,-0.8130754232406616,-0.19230185449123385,-1.2341450452804563,-0.6807209849357605,-0.7177354097366333,-0.8722624002487666,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2017,16.86,62.746,0.659,4.1647496987621863e-4,NA,23.574801402125097,11.797895278781905,2.5848003067148646,9.190476284368495,0.00162931317778508,107607181,53851493,11798321,41949929,7437,50,11,39,0,NA,0.04001095410231131,NA,40.8,NA,5401.46,456450,-1.2998473644256592,-0.9340160489082336,-0.1992201805114746,-1.2006138563156128,-0.6852961778640747,-0.8166202902793884,-0.8990770838177102,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2018,17,65.44,0.665,3.626477318827424e-4,NA,22.65501240577995,10.94205436129845,3.1720182982452596,8.539126507576828,0.00181323865941371,101078283,48819398,14152372,38098423,8090,48.3,14.000000000000002,37.7,0,NA,0.04268619316258856,NA,42,NA,5211.11,446163,-1.3340730667114258,-1.347934603691101,-0.4331311285495758,-1.37822425365448,-0.6961531639099121,-0.963367998600006,-1.0785453881188465,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2019,15.35,68.072,0.67,1.1397572662403897e-4,NA,21.013895137726426,10.069205830952123,2.999332954181758,7.944276921872517,0.00107943072002726,91263977,43730863,13026193,34502233,4688,47.9,14.3,37.8,0,NA,0.05291006509280387,NA,40.9,NA,5017.12,434303,-1.3869096040725708,-1.7069220542907717,-0.5561622977256775,-1.4258553981781006,-0.7512622475624084,-1.052306056022644,-1.2051264417952356,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2020,13.82,NA,NA,0.00133232018468422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05712553981362224,NA,NA,NA,5141.08,448766,-1.4767347574234009,-1.6970243453979492,-0.99354088306427,-1.4671728610992432,-0.8679715394973755,-1.0905239582061768,-1.3381024781819766,Lower middle income,Central and Southern Asia,142
"Iran, Islamic Rep.",IRN,2021,15.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06489880773789385,NA,NA,NA,5344.96,469947,-1.470270752906799,-1.6216318607330322,-0.8580670356750488,-1.62226402759552,-0.9472251534461976,-1.096301555633545,-1.344077250676247,Lower middle income,Central and Southern Asia,142
Kenya,KEN,2005,5.55,34.167,0.413,0.12400019118616448,0.05031665978443809,3.8572608361703487,1.119636831056808,0.4201201188952376,1.67217817574018,0.6453257104781238,1689291,490346,183992,732332,282621,28.999999999999996,10.9,43.4,16.8,NA,2.494731500833568,NA,46.5,46.8,1221.86,43795.093766,-0.2448420077562332,-1.2505059242248535,-0.7107197642326355,-0.2882145941257477,-0.8808810114860535,-1.0125367641448977,-0.7718806073525478,Lower middle income,Sub-Saharan Africa,180
Kenya,KEN,2015,5.19,47.73,0.478,0.3612157829298582,0.05628354630910857,5.792254790261263,2.2684421333012192,0.8205998405916783,1.6048992676638705,1.0983135487044955,4061553,1590641,575408,1125362,770142,39.1,14.2,27.700000000000003,19,NA,4.447506584662733,NA,40.8,36.1,1496.65,70120.413329,-0.14635202288627625,-1.2444056272506714,-0.3573130965232849,-0.35020002722740173,-0.4890329241752625,-1.0060594081878662,-0.6229686470761329,Lower middle income,Sub-Saharan Africa,180
Kiribati,KIR,2006,0,31.923,0.48,0.0715153904550874,0.37267371059903825,17.70324546691183,11.574872156131818,NA,3.5701049373717884,2.558268373408225,25002,16347,NA,5042,3613,65.4,0,20.1,14.499999999999998,NA,22.261820553544037,NA,37,NA,1411.11,141.2283417,0.7019569873809814,1.3496540784835815,-0.4682852327823639,-1.0062496662139893,0.885014533996582,0.09232690185308456,0.2713855891424681,Lower middle income,Oceania,23
Kyrgyz Republic,KGZ,2000,2.36,59.183,0.534,0.12331245845527893,NA,6.096392881556972,2.680930503784347,6.536498143515591e-4,2.8822546466046273,0.5325540813536465,214514,94334,23,101418,18739,44,0,47.2,8.799999999999999,0.29885598620165454,7.93701391965667,0.8546759257275578,31,NA,718.34,3518.703669,-1.0942598581314087,-0.18253476917743683,-0.4059629142284394,-0.23408940434455872,-0.9067206978797911,-1.0074787139892578,-0.6802485822067167,Lower middle income,Central and Southern Asia,37
Kyrgyz Republic,KGZ,2001,2.68,58.293,0.535,0.0756889769648459,NA,5.530799971303921,2.5068027269201956,7.285569975225808e-4,2.8017603765468375,0.22153529443186623,204969,92901,27,103832,8210,45.4,0,50.6,4,0.23521391826290172,5.762616014478605,0.8386889336996144,30.2,NA,749.42,3705.955758,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Central and Southern Asia,37
Kyrgyz Republic,KGZ,2002,2.4,61.112,0.537,0.17895920588737518,NA,6.1698149626178145,2.6844690531149804,7.286832391734474e-4,3.021093721344996,0.4635504931867827,228611,99468,27,111941,17176,43.6,0,48.9,7.5,0.28917304559989193,7.280355207386266,2.0493288452544527,30.3,NA,742.44,3705.313715,-1.01542329788208,-0.6147305965423584,-0.5634072422981262,-0.1408700793981552,-0.8539142608642578,-1.0647704601287842,-0.750159943389404,Lower middle income,Central and Southern Asia,37
Kyrgyz Republic,KGZ,2003,1.28,66.272,0.54,0.40808832533399614,NA,6.698659920596149,2.7499817518907737,6.808196233327913e-4,3.1689631911980944,0.7790089423423427,265656,109059,27,125675,30894,41.099999999999994,0,47.2,11.7,0.22384121114996447,6.714646573973668,0.9142155853361856,28.7,NA,786.35,3965.808134,-1.0278418064117432,-1.0994917154312134,-0.5465102195739746,-0.40586671233177185,-0.7601600289344788,-1.032819390296936,-0.8529964025981075,Lower middle income,Central and Southern Asia,37
Kyrgyz Republic,KGZ,2004,8.62,68.532,0.544,0.04137140036445357,NA,6.72386564021213,2.991793078975229,6.125605976513627e-4,3.280120640285128,0.45133936035412137,285393,126986,26,139224,19157,44.6,0,48.7,6.7,0.2306134340075038,6.998033627707087,1.0707548015789918,34.8,NA,831.48,4244.478032,-1.0161433219909668,-1.183466911315918,-0.6509442925453186,-0.3893830180168152,-0.793166995048523,-1.097712159156799,-0.8996972520088476,Lower middle income,Central and Southern Asia,37
Kyrgyz Republic,KGZ,2005,4.61,73.577,0.546,0.12133503986618031,NA,7.852437485679217,3.503021193755679,5.664347319175896e-4,3.5570213048651564,0.7918285523264637,332710,148424,24,150712,33550,44.7,0,45.2,10.1,0.2413364943342716,7.558127439553704,0.841814538655484,32.6,NA,820.72,4237.028319,-0.8875506520271301,-1.1744259595870972,-0.8789428472518921,-1.0080819129943848,-1.1232408285140991,-1.267269253730774,-1.1278068659304623,Lower middle income,Central and Southern Asia,37
Kyrgyz Republic,KGZ,2006,3.96,76.058,0.549,0.0423486417829266,NA,8.19677419192607,3.7530510905915584,5.493877852920208e-4,3.643631356687564,0.7995423568616542,358076,163952,24,159172,34928,45.8,0,44.4,9.8,0.2480787422141136,7.9111841082051,0.853086605040943,37.4,39.9,837.13,4368.499017,-0.7590821385383606,-1.385570764541626,-0.8172059059143066,-0.6560349464416504,-1.3172928094863892,-1.325560450553894,-1.1117363472343524,Lower middle income,Central and Southern Asia,37
Kyrgyz Republic,KGZ,2007,2.64,76.546,0.552,0.04255862613877957,NA,7.974976172325747,3.6560559310171894,5.694167025505692e-4,3.5060251746488658,0.8123467394646434,378149,173359,27,166245,38519,45.9,0,43.9,10.2,0.19914925604539843,6.381895865141768,0.9099505042477404,33.9,35,900.03,4741.694418,-0.962735652923584,-0.9902604818344116,-0.7849231958389282,-0.4168448150157929,-1.3219470977783203,-1.329097867012024,-1.0336618066148455,Lower middle income,Central and Southern Asia,37
Kyrgyz Republic,KGZ,2008,3.67,78.43,0.555,0.1538110338147416,NA,7.841989217579218,3.4454566503360637,6.031042307433582e-4,3.359154380414208,1.0367750825982032,403084,177099,31,172663,53291,44,0,42.8,13.2,0.16764877399910674,6.988421636300698,1.4938328396738456,31.5,31.7,966.42,5140.073377,-1.0917648077011108,-0.567302405834198,-0.7986401915550232,-0.35043588280677795,-1.3829139471054075,-1.2322394847869873,-0.9707401721189132,Lower middle income,Central and Southern Asia,37
Kyrgyz Republic,KGZ,2009,3.97,78.749,0.558,0.11075118423837949,NA,7.970227788368951,3.8184482056276927,5.483667991997618e-4,3.4360852729856797,0.7151648521563514,421500,201936,29,181715,37821,48,0,43,9,0.23865766002918015,6.301112706804711,0.8215980925070169,29.9,31.7,982.38,5288.431036,-1.0198523998260498,-0.622969388961792,-0.9742743372917176,-0.33319416642189026,-1.3297537565231323,-1.312827229499817,-1.0022125730754103,Lower middle income,Central and Southern Asia,37
Kyrgyz Republic,KGZ,2016,3.47,87.896,0.583,0.06267460364011965,NA,7.7361156284270605,3.1595348390577196,0.00157870538136321,4.0271913166549425,0.5478107673330358,539032,220148,110,280604,38170,40.9,0,52,7.1,0.11116743099847907,9.935223520931814,5.356859627030644,26.8,25.4,1146.1,6967.734531,-0.4186411201953888,-0.6468619108200073,-0.9102039337158204,-0.3664657473564148,-1.035013198852539,-1.0719554424285889,-0.7957860567795334,Lower middle income,Central and Southern Asia,37
Kyrgyz Republic,KGZ,2019,4.29,90.581,0.596,0.14164287881999998,NA,6.160246890332703,2.7621560770335676,0.00258817988752116,2.8774247715363397,0.51806523660753,487930,218780,205,227910,41034,44.8,0,46.7,8.4,0.09864373749846062,7.054747109995506,0.8164963047283529,29.7,20.1,1226.82,7920.624103,-0.4541762471199035,-0.2417716383934021,-0.6857407093048096,-0.34816133975982666,-0.8950665593147278,-0.9362497925758362,-0.6382252464970954,Lower middle income,Central and Southern Asia,37
Kyrgyz Republic,KGZ,2020,4.91,NA,NA,0.11249519131296928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.556498372825832,0.9469668770091302,29,25.3,1102.66,7255.421236,-0.5890018939971924,-0.4584614336490631,-0.5327885150909424,-0.4015755653381348,-0.9353222846984864,-1.0995537042617798,-0.7159977490177102,Lower middle income,Central and Southern Asia,37
Lao PDR,LAO,2002,3.07,25.608,0.344,0.07620090814020095,0.148387133079618,3.561550159533089,1.0548055153612292,0.26265298911166157,1.9784279057021692,0.26568167054997155,198734,58858,14656,110396,14825,29.6,7.4,55.60000000000001,7.5,0.20133506327513723,6.5439232378632095,0.5616823052251327,32.6,NA,995.34,5579.985992,-1.7388927936553955,-0.10336966812610626,-0.8597485423088074,-1.2039629220962524,-1.2527514696121216,-0.6737797856330872,-1.0453647741920369,Lower middle income,Eastern and South-eastern Asia,12
Lao PDR,LAO,2007,10.12,31.788,0.385,0.07035814870382148,0.0514709246012788,3.4115453059907255,0.6435537014377322,1.0246730311138617,1.1334844970205291,0.6098340764186027,268819,50710,80741,89315,48053,18.9,29.799999999999997,33.300000000000004,18,0.13924274784432866,5.009972287844084,0.6373937567763405,35.4,NA,1304.29,7879.684304,-1.7184982299804688,-0.17647679150104523,-0.9053260684013368,-1.186761736869812,-0.9565033316612244,-1.2813105583190918,-1.1162535360525072,Lower middle income,Eastern and South-eastern Asia,12
Lao PDR,LAO,2013,13.49,41.011,0.441,0.31985153762451807,0.09498935401845666,2.5023043691745563,0.6605794833660744,0.055347686832331613,1.1020567026230113,0.6843124946635583,312722,82555,6917,137728,85521,26.4,2.1999999999999997,44.1,27.4,0.12078722976979409,4.066378628209137,0.6152529612601265,NA,NA,1893.33,12497.360587,-1.6494523286819458,0.06744389981031418,-0.729127824306488,-0.8580694198608398,-0.8035544753074646,-0.9403605461120604,-0.8780088333148564,Lower middle income,Eastern and South-eastern Asia,12
Lao PDR,LAO,2019,6.75,51.654,0.49,0.17583426035473532,0.2044313687587671,2.3938173004117327,0.8687450845212106,0.00497516590885303,1.0814172037575838,0.4386798462240851,442661,160647,920,199974,81120,36.2,0.2,45.2,18.4,0.12208702264069342,4.180274999133137,0.5733772543387846,NA,NA,2564.02,18491.845636,-1.8164539337158203,0.5163148641586304,-0.7814258337020874,-0.7252020239830017,-0.953399419784546,-1.0558791160583496,-0.869108073302456,Lower middle income,Eastern and South-eastern Asia,12
Lebanon,LBN,1999,44.82,47.593,0.54,0.00193661074513603,NA,9.61417244897438,2.9795797291296133,1.1997166078539492,5.385239168024207,0.04963694396661046,2447465,758507,305410,1370912,12636,31,12.5,56.00000000000001,0.5,NA,1.2357383533567836,0.7293606972653603,NA,NA,5989.82,25456.845225,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Northern Africa and Western Asia,146
Lebanon,LBN,2012,26.6,78.082,0.66,0.00990857114970491,NA,6.071187936306404,2.6842678933390967,1.0571105147603832,2.304956742142582,0.02485278606434197,2835672,1253742,493745,1076577,11608,44.2,17.4,38,0.4,NA,2.0157776195243464,0.7426002298265882,NA,NA,9019.7,46707.03707,-0.38583338260650635,-1.6648123264312744,-0.2316623777151108,-0.13720554113388062,-0.7002350091934204,-0.8656907081604004,-0.6837363452436387,Lower middle income,Northern Africa and Western Asia,146
Lesotho,LSO,2010,4.51,33.602,0.448,0.310354973403291,NA,11.549221605944233,5.100824417720226,0.00508366077095887,1.9508170708992465,4.492496456553801,229455,101341,101,38758,89255,44.1,0,16.900000000000002,38.9,0.7253888599879652,15.451308747217366,2.7574430977409707,NA,NA,982.21,1986.757271,-0.10152934491634368,0.4567753970623016,-0.3959481418132782,-0.6301466822624207,-0.2901293933391571,0.1842152625322342,-0.13623613883008837,Lower middle income,Sub-Saharan Africa,194
Liberia,LBR,2007,7.86,20.614,0.272,0.472472556864828,NA,3.7236681133092384,0.29512340616534083,0.09780528182464364,2.045989733999032,1.284702259078794,78505,6222,2062,43135,27085,8,2.6,54.7,34.699999999999996,0.8378706814464222,60.928611403990175,12.156291220817042,36.5,NA,580.35,2108.270598,-0.14270994067192078,-1.2448395490646362,-1.1768776178359983,-1.113555669784546,-0.9061822891235352,-0.4764876663684845,-0.8975527835174874,Low income,Sub-Saharan Africa,210
Liberia,LBR,2014,22.33,40.611,0.335,2.272192890731567,NA,10.923311952608268,0.4234937021695113,0.20014407169617696,2.1567537558801804,8.1429204228624,352569,13669,6460,69613,262827,3.9,1.7999999999999998,19.7,74.6,1.2968762537740972,24.536547835991374,12.435244433697036,33.2,54.1,714.18,3227.674917,-0.27645838260650635,-0.6154496073722839,-1.345759034156799,-0.8804956674575806,-0.8035961985588074,-0.7792433500289917,-0.843781943461801,Low income,Sub-Saharan Africa,210
Liberia,LBR,2016,6.75,36.845,0.351,1.184426556778877,NA,8.057896744349462,0.7078292756002607,0.3946619583526513,2.7965347237138776,4.158902263948453,255991,22487,12538,88843,132124,8.799999999999999,4.9,34.699999999999996,51.7,5.024984231471173,29.404173055953542,15.427511889949772,35.3,50.9,675.06,3176.896008,-0.106433168053627,-0.4374077618122101,-1.288122534751892,-0.9667525291442872,-0.9536278247833252,-0.7214223742485046,-0.8085729147431766,Low income,Sub-Saharan Africa,210
Madagascar,MDG,2005,0.21,27.479,0.316,0.10975478249118206,NA,5.578304470229619,2.20589404822755,0.39632321173105006,1.8764908146008996,1.0996079695162106,481975,190593,34243,162132,95008,39.6,7.1,33.5,19.8,NA,15.903969130508072,12.26337137320352,39.9,73.2,459.77,8640.170191,-0.1237974613904953,-0.01857257261872291,-0.3819867968559265,-0.2925557792186737,-0.35279223322868347,-0.05555559322237968,-0.2095139433629856,Low income,Sub-Saharan Africa,181
Madagascar,MDG,2010,1.64,29.071,0.336,0.46833281487612166,NA,5.086342424841608,1.7999322844733452,0.38582571720556336,1.6871285885984435,1.2134457592073546,504830,178647,38294,167451,120437,35.4,7.6,33.1,23.9,NA,5.460541180182253,3.1478496451698765,42.4,71.7,456.73,9925.206717,-0.845434308052063,-0.9783388376235962,-0.9937605261802672,-0.6055302619934082,-0.8784257173538208,-0.41782477498054504,-0.8302777905321348,Low income,Sub-Saharan Africa,181
Madagascar,MDG,2012,2.87,27.97,0.348,0.6761575824575946,NA,4.489897412059562,1.770775652739868,0.3599074096024034,1.4956792138629709,0.8635255069975155,466296,183903,37378,155333,89681,39.5,8,33.2,19.3,NA,4.088701464483615,2.878311140909247,42.6,70.7,452.21,10385.448869,-0.8832706809043884,-0.5361369848251343,-1.1183682680130005,-0.5760995745658875,-0.9278337955474854,-0.6703113913536072,-0.8394068993608461,Low income,Sub-Saharan Africa,181
Malawi,MWI,2004,0.31,17.951,0.267,0.8017034161359025,0.4620667153039148,6.642519709897727,1.5778831671103413,0.2701207401677723,0.6783578990196947,4.11615790359992,234745,55762,9546,23973,145464,23.7,4.1000000000000005,10.2,62,0.6604034015006565,20.361489734184364,NA,39.9,52.4,284.74,3533.975212,-0.5422942638397217,0.1237991824746132,-0.8629559278488159,-0.6217294931411743,-0.13042324781417847,-0.801194429397583,-0.5060345228503011,Low income,Sub-Saharan Africa,182
